,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
747,747,-250000.0,2021-12-15 03:51:10.144226,2021-12-15 03:53:08.086306,0 days 00:01:57.942080,tanh,8,0.1,8.878941802513305e-06,0.99,0.995,0.015068193393302074,0.5,1,64,small,0.9575820359308455,COMPLETE
748,748,-410.0,2021-12-15 03:53:08.104468,2021-12-15 03:53:58.039306,0 days 00:00:49.934838,tanh,128,0.3,1.3441423216837249e-06,0.99,0.995,0.08778028252398767,0.3,1,64,small,0.9372908105679744,COMPLETE
749,749,-250000.0,2021-12-15 03:53:58.057335,2021-12-15 03:54:21.499303,0 days 00:00:23.441968,tanh,128,0.1,2.8879632391945768e-05,0.99,0.98,0.10929975252327734,0.5,1,1024,small,0.9994689591718112,PRUNED
750,750,80.0,2021-12-15 03:54:21.506715,2021-12-15 03:55:31.003459,0 days 00:01:09.496744,tanh,64,0.1,0.00010966625492949864,0.99,0.995,0.05675205322482728,0.3,1,16,small,0.5259459664964274,COMPLETE
751,751,-1688.0,2021-12-15 03:55:31.020942,2021-12-15 03:57:06.028761,0 days 00:01:35.007819,tanh,8,0.1,4.7503397940621945e-05,0.95,0.999,0.0008918645393865201,1.0,1,64,small,0.2607245716476825,COMPLETE
752,752,-250000.0,2021-12-15 03:57:06.046926,2021-12-15 03:57:31.438823,0 days 00:00:25.391897,tanh,128,0.1,9.112371318234489e-07,0.99,0.995,0.036851083945265206,0.9,1,64,small,0.49425956724668496,PRUNED
753,753,-608.0,2021-12-15 03:57:31.446235,2021-12-15 03:58:30.859445,0 days 00:00:59.413210,tanh,32,0.1,2.7384265614740606e-06,0.95,0.995,0.0743250602310832,0.3,1,64,small,0.5880372682033509,COMPLETE
754,754,-1504.0,2021-12-15 03:58:30.877244,2021-12-15 03:59:37.286958,0 days 00:01:06.409714,tanh,64,0.2,6.621313968657988e-06,0.99,0.995,0.09872307593822943,0.5,1,512,small,0.9716453138724689,COMPLETE
755,755,-1472.0,2021-12-15 03:59:37.304597,2021-12-15 03:59:58.045574,0 days 00:00:20.740977,tanh,128,0.3,6.333689086818784e-07,0.99,0.98,0.04860623199982487,0.3,1,64,small,0.476775200173038,PRUNED
756,756,-560.0,2021-12-15 03:59:58.053214,2021-12-15 04:01:31.249379,0 days 00:01:33.196165,tanh,8,0.2,1.7513531102756415e-06,0.95,0.995,0.06874439071404762,1.0,1,64,small,0.4533844562743381,COMPLETE
757,757,-290.0,2021-12-15 04:01:31.267672,2021-12-15 04:02:36.759436,0 days 00:01:05.491764,tanh,32,0.1,1.1360232390113093e-06,0.99,0.999,0.11692709692945936,0.5,1,64,small,0.5414502244501352,COMPLETE
758,758,580.0,2021-12-15 04:02:36.777362,2021-12-15 04:03:47.189920,0 days 00:01:10.412558,tanh,128,0.2,1.3081506967678231e-08,0.9,0.99,0.08294680656486718,0.3,1,16,small,0.6732549079905363,COMPLETE
759,759,-1366.0,2021-12-15 04:03:47.208078,2021-12-15 04:05:22.878358,0 days 00:01:35.670280,tanh,128,0.2,1.5384981460346375e-08,0.9,0.99,0.08484532992265117,0.3,1,8,small,0.6043899394105293,COMPLETE
760,760,-552.0,2021-12-15 04:05:22.895956,2021-12-15 04:06:14.482779,0 days 00:00:51.586823,tanh,128,0.1,1.0669622299869905e-08,0.9,0.99,0.0661962737199042,0.3,1,64,small,0.6425245068028531,COMPLETE
761,761,-1366.0,2021-12-15 04:06:14.501618,2021-12-15 04:07:06.072690,0 days 00:00:51.571072,tanh,128,0.2,1.8818034446089837e-08,0.9,0.99,0.08252527139605755,0.3,1,64,small,0.7694883691078223,COMPLETE
762,762,-1000.0,2021-12-15 04:07:06.090842,2021-12-15 04:07:54.269242,0 days 00:00:48.178400,tanh,128,0.1,1.5487701563295227e-08,0.9,0.99,0.1044030469193766,0.3,1,512,small,0.6595686793164061,COMPLETE
763,763,-428.0,2021-12-15 04:07:54.286906,2021-12-15 04:08:48.246427,0 days 00:00:53.959521,tanh,128,0.2,2.3023258147697658e-08,0.9,0.99,0.051424689478072126,0.3,1,64,small,0.7050228209263526,COMPLETE
764,764,-250000.0,2021-12-15 04:08:48.264619,2021-12-15 04:09:12.062316,0 days 00:00:23.797697,tanh,128,0.1,1.0750917874201651e-08,0.9,0.99,0.002724359141574496,0.3,1,1024,small,0.7335648021985974,PRUNED
765,765,-386.0,2021-12-15 04:09:12.069691,2021-12-15 04:10:05.302092,0 days 00:00:53.232401,tanh,128,0.2,1.3664752857742498e-08,0.95,0.99,0.12840886696580336,0.3,1,64,small,0.6313039321828509,COMPLETE
766,766,-248572.0,2021-12-15 04:10:05.319740,2021-12-15 04:10:36.418109,0 days 00:00:31.098369,tanh,128,0.3,1.4731863288304197e-05,0.9,0.99,0.0011878508961080689,0.3,1,16,small,0.5180188569239146,PRUNED
767,767,-166.0,2021-12-15 04:10:36.425641,2021-12-15 04:11:26.323199,0 days 00:00:49.897558,tanh,128,0.2,2.0669755588798748e-08,0.9,0.9999,0.07948874160137183,0.3,1,64,small,0.9405892909719195,COMPLETE
768,768,-452.0,2021-12-15 04:11:26.340656,2021-12-15 04:12:16.705365,0 days 00:00:50.364709,tanh,128,0.1,1.4632634944204466e-08,0.9,0.99,0.0605832871734124,0.3,1,64,small,0.7951956064740138,COMPLETE
769,769,316.0,2021-12-15 04:12:16.722985,2021-12-15 04:13:07.866823,0 days 00:00:51.143838,tanh,128,0.2,2.117040262039363e-08,0.9,0.99,0.14338272479461459,0.3,1,64,small,0.6831672115714293,COMPLETE
770,770,-1112.0,2021-12-15 04:13:07.884441,2021-12-15 04:13:22.894699,0 days 00:00:15.010258,tanh,128,0.1,2.5765810800978088e-08,0.9,0.99,0.15534402809689715,0.3,1,64,small,0.6981441867440414,PRUNED
771,771,-976.0,2021-12-15 04:13:22.902211,2021-12-15 04:14:14.621239,0 days 00:00:51.719028,tanh,128,0.2,1.5102321609625446e-08,0.9,0.99,0.14359934055995335,0.3,1,64,small,0.6766594785751178,COMPLETE
772,772,-714.0,2021-12-15 04:14:14.638797,2021-12-15 04:15:06.361792,0 days 00:00:51.722995,tanh,128,0.2,2.4423522737027138e-08,0.9,0.99,0.13834843175255673,0.3,1,64,small,0.67439006906969,COMPLETE
773,773,-960.0,2021-12-15 04:15:06.379720,2021-12-15 04:15:56.134414,0 days 00:00:49.754694,tanh,128,0.1,4.062306791142539e-07,0.9,0.99,0.09745287681921168,0.3,1,64,small,0.5447473371784218,COMPLETE
774,774,-199352.0,2021-12-15 04:15:56.151962,2021-12-15 04:16:18.925802,0 days 00:00:22.773840,tanh,128,0.2,1.2744823393324262e-05,0.99,0.99,0.11675354744932043,0.3,1,64,small,0.6945060048035575,PRUNED
775,775,-84.0,2021-12-15 04:16:18.933415,2021-12-15 04:17:09.604722,0 days 00:00:50.671307,tanh,128,0.1,8.209558795627083e-05,0.9,0.99,0.1517234738630938,0.3,1,64,small,0.7060218541848539,COMPLETE
776,776,108.0,2021-12-15 04:17:09.622449,2021-12-15 04:18:02.027354,0 days 00:00:52.404905,tanh,128,0.2,5.553543369950689e-07,0.9,0.98,0.10196580532189194,0.3,1,64,small,0.6262357926738444,COMPLETE
777,777,-368.0,2021-12-15 04:18:02.045378,2021-12-15 04:18:53.517615,0 days 00:00:51.472237,tanh,128,0.3,1.0392394331947864e-08,0.9,0.99,0.12477586123080747,0.3,1,64,small,0.6504174326146219,COMPLETE
778,778,-1192.0,2021-12-15 04:18:53.535433,2021-12-15 04:19:49.841484,0 days 00:00:56.306051,tanh,128,0.1,2.407979814967024e-05,0.98,0.9999,0.1704735045696327,0.3,1,64,small,0.6850687580023086,COMPLETE
779,779,-456.0,2021-12-15 04:19:49.858832,2021-12-15 04:20:40.606463,0 days 00:00:50.747631,tanh,128,0.2,4.032829278614628e-07,0.9,0.99,0.08357093237748578,0.3,1,64,small,0.6565018168080161,COMPLETE
780,780,-630.0,2021-12-15 04:20:40.624580,2021-12-15 04:21:33.631063,0 days 00:00:53.006483,tanh,128,0.2,2.8268419420812834e-08,0.9,0.99,0.06631683721437479,0.3,1,64,small,0.7483027006837483,COMPLETE
781,781,-958.0,2021-12-15 04:21:33.647182,2021-12-15 04:22:23.775938,0 days 00:00:50.128756,tanh,128,0.1,7.282077240707412e-07,0.9,0.99,0.10150254155244269,0.3,1,64,small,0.7132508104842734,COMPLETE
782,782,-946.0,2021-12-15 04:22:23.793778,2021-12-15 04:23:15.285058,0 days 00:00:51.491280,tanh,64,0.2,5.180583069613527e-07,0.9,0.99,0.04148740959215331,5.0,1,512,small,0.5642437730810581,COMPLETE
783,783,-250000.0,2021-12-15 04:23:15.303645,2021-12-15 04:23:40.529612,0 days 00:00:25.225967,tanh,128,0.1,1.9315599329198727e-05,0.99,0.99,0.07223141127863918,0.3,1,64,small,0.48614670190502957,PRUNED
784,784,-384.0,2021-12-15 04:23:40.537207,2021-12-15 04:24:36.782196,0 days 00:00:56.244989,tanh,32,0.2,2.178637937023397e-08,0.9,0.99,0.12175376349204053,1.0,1,64,small,0.572989615388329,COMPLETE
785,785,-696.0,2021-12-15 04:24:36.800303,2021-12-15 04:25:34.360463,0 days 00:00:57.560160,tanh,128,0.1,6.672598967884236e-07,0.9,0.9999,0.059124896263018804,0.3,1,64,small,0.6156554400603,COMPLETE
786,786,-476.0,2021-12-15 04:25:34.378269,2021-12-15 04:26:44.957114,0 days 00:01:10.578845,tanh,64,0.2,3.6456452397353957e-07,0.95,0.9999,0.15834218490364452,0.3,1,16,small,0.6610751321823295,COMPLETE
787,787,-464.0,2021-12-15 04:26:44.975509,2021-12-15 04:28:21.234504,0 days 00:01:36.258995,tanh,32,0.1,8.824246431917816e-06,0.9,0.98,0.08684487465226909,0.9,1,8,small,0.5168517926064646,COMPLETE
788,788,-250000.0,2021-12-15 04:28:21.251063,2021-12-15 04:28:45.485417,0 days 00:00:24.234354,tanh,128,0.2,4.375962130025666e-05,0.99,0.999,0.05721667117294525,0.3,1,64,small,0.4236931468991624,PRUNED
789,789,-302.0,2021-12-15 04:28:45.492910,2021-12-15 04:29:35.706570,0 days 00:00:50.213660,tanh,128,0.3,3.324227107408903e-08,0.95,0.9999,0.047661708737490975,1.0,1,64,small,0.6726080239065144,COMPLETE
790,790,-236.0,2021-12-15 04:29:35.725100,2021-12-15 04:35:28.057645,0 days 00:05:52.332545,tanh,32,0.2,8.719682520340096e-07,0.99,0.99,0.09773799894838794,0.3,20,64,small,0.45847771724042125,COMPLETE
791,791,342.0,2021-12-15 04:35:28.076560,2021-12-15 04:36:18.348270,0 days 00:00:50.271710,tanh,64,0.1,7.038801424579136e-07,0.9,0.9999,0.07329000564711513,0.8,1,64,small,0.5056760802879161,COMPLETE
792,792,-624.0,2021-12-15 04:36:18.365948,2021-12-15 04:37:07.928057,0 days 00:00:49.562109,tanh,64,0.1,1.5361030136551105e-08,0.9,0.9999,0.11818141102395624,0.8,1,64,small,0.47621372069307377,COMPLETE
793,793,-822.0,2021-12-15 04:37:07.945807,2021-12-15 04:41:19.351128,0 days 00:04:11.405321,tanh,64,0.2,4.781815337041262e-07,0.9,0.9999,0.08060659519536455,0.8,20,1024,small,0.5263836689525184,COMPLETE
794,794,-578.0,2021-12-15 04:41:19.369411,2021-12-15 04:42:09.257581,0 days 00:00:49.888170,tanh,64,0.1,1.8380848523967218e-08,0.9,0.9999,0.1726273725569816,0.8,1,64,small,0.5007518305688943,COMPLETE
795,795,-136.0,2021-12-15 04:42:09.275604,2021-12-15 04:42:59.520864,0 days 00:00:50.245260,tanh,64,0.1,1.1893126342586267e-08,0.9,0.9999,0.10544524388294729,0.8,1,64,small,0.46326642549396074,COMPLETE
796,796,-197274.0,2021-12-15 04:42:59.538481,2021-12-15 04:43:22.359835,0 days 00:00:22.821354,tanh,64,0.1,3.309802753615856e-07,0.9,0.9999,5.564462226357138e-05,0.8,1,64,small,0.4963002011637045,PRUNED
797,797,-128.0,2021-12-15 04:43:22.367287,2021-12-15 04:44:12.380650,0 days 00:00:50.013363,tanh,64,0.1,6.411678240376424e-07,0.9,0.9999,0.1271384383857579,0.8,1,64,small,0.4006880517873651,COMPLETE
798,798,-644.0,2021-12-15 04:44:12.398714,2021-12-15 04:45:03.056010,0 days 00:00:50.657296,tanh,64,0.1,3.3279291737501254e-05,0.9,0.9999,0.07992279888162246,0.3,1,64,small,0.43883363152136845,COMPLETE
799,799,-932.0,2021-12-15 04:45:03.073452,2021-12-15 04:49:05.242802,0 days 00:04:02.169350,tanh,64,0.2,8.358433842753763e-07,0.9,0.9999,2.2162963295344505e-05,0.8,20,512,small,0.5590780812426231,COMPLETE
800,800,-250000.0,2021-12-15 04:49:05.261042,2021-12-15 04:49:30.476088,0 days 00:00:25.215046,tanh,64,0.1,6.385901816344732e-05,0.9,0.9999,0.0010145197146378966,0.8,1,64,small,0.5031392250997017,PRUNED
801,801,-964.0,2021-12-15 04:49:30.483681,2021-12-15 04:50:22.282011,0 days 00:00:51.798330,tanh,64,0.1,0.00012253131740917522,0.9,0.9999,0.07149981788186294,0.8,1,64,small,0.473386867679842,COMPLETE
802,802,-164.0,2021-12-15 04:50:22.299805,2021-12-15 04:51:12.602391,0 days 00:00:50.302586,tanh,64,0.1,3.5443177210734077e-08,0.9,0.9999,0.14836570284560902,0.8,1,64,small,0.6791136548725353,COMPLETE
803,803,-250000.0,2021-12-15 04:51:12.620197,2021-12-15 04:51:37.906462,0 days 00:00:25.286265,tanh,64,0.1,3.183188066136994e-07,0.9,0.9999,0.0014596076409543308,0.8,1,64,small,0.48472263231968427,PRUNED
804,804,-249172.0,2021-12-15 04:51:37.913268,2021-12-15 04:52:40.822962,0 days 00:01:02.909694,tanh,128,0.1,9.625463556981424e-07,0.95,0.98,0.03638622493885004,0.3,20,128,small,0.4903811657670612,PRUNED
805,805,-250000.0,2021-12-15 04:52:40.830505,2021-12-15 04:55:45.803361,0 days 00:03:04.972856,tanh,32,0.2,4.817028725838206e-07,0.95,0.9999,0.09714628411415122,0.3,20,16,small,0.6000294333685147,PRUNED
806,806,-314.0,2021-12-15 04:55:45.810769,2021-12-15 04:59:51.334622,0 days 00:04:05.523853,tanh,64,0.2,6.725129737014607e-07,0.9,0.9999,0.07337461360840734,0.8,20,512,small,0.5451261525041922,COMPLETE
807,807,-250000.0,2021-12-15 04:59:51.353690,2021-12-15 05:02:56.912109,0 days 00:03:05.558419,tanh,128,0.1,1.1447321669622627e-06,0.99,0.999,0.04178260822070969,0.3,20,16,small,0.5091960122686097,PRUNED
808,808,-1468.0,2021-12-15 05:02:56.919901,2021-12-15 05:03:18.713024,0 days 00:00:21.793123,tanh,128,0.1,2.5842309474597596e-08,0.99,0.9999,0.09527336472388415,1.0,1,64,small,0.6399272620392445,PRUNED
809,809,-250000.0,2021-12-15 05:03:18.720630,2021-12-15 05:05:14.202360,0 days 00:01:55.481730,tanh,32,0.2,5.484396883947362e-07,0.8,0.99,0.19967548304895258,0.3,20,128,small,0.7254304065143299,PRUNED
810,810,-250000.0,2021-12-15 05:05:14.209856,2021-12-15 05:06:25.503557,0 days 00:01:11.293701,tanh,64,0.3,4.237454489654492e-07,0.95,0.98,0.0006769136005270763,0.3,20,1024,small,0.5343232689577969,PRUNED
811,811,-944.0,2021-12-15 05:06:25.511290,2021-12-15 05:07:15.400405,0 days 00:00:49.889115,tanh,128,0.1,5.366697578159273e-06,0.99,0.9999,0.13422041070531843,1.0,1,64,small,0.46924557889204305,COMPLETE
812,812,-88.0,2021-12-15 05:07:15.418265,2021-12-15 05:08:51.420850,0 days 00:01:36.002585,tanh,32,0.2,7.578802133839194e-07,0.8,0.9999,0.06289724669277033,0.9,1,8,small,0.5824943330431404,COMPLETE
813,813,-250000.0,2021-12-15 05:08:51.438506,2021-12-15 05:13:24.615516,0 days 00:04:33.177010,tanh,64,0.2,7.778192252210804e-07,0.98,0.9999,0.08445650176833747,0.3,20,512,small,0.5561256760363015,COMPLETE
814,814,-250000.0,2021-12-15 05:13:24.633436,2021-12-15 05:13:51.467178,0 days 00:00:26.833742,tanh,32,0.2,2.9956624937800807e-07,0.95,0.99,0.11470102432484845,5.0,1,64,small,0.5222235904097923,PRUNED
815,815,-198098.0,2021-12-15 05:13:51.474614,2021-12-15 05:14:11.171477,0 days 00:00:19.696863,tanh,128,0.1,1.2272460990275838e-06,0.99,0.9999,0.05052095192518938,0.3,1,2048,small,0.44280973886983793,PRUNED
816,816,-672.0,2021-12-15 05:14:11.179151,2021-12-15 05:17:05.964499,0 days 00:02:54.785348,tanh,128,0.1,5.760413611026983e-07,0.99,0.98,0.19512560099446521,0.3,20,16,small,0.4976536150004188,PRUNED
817,817,-1036.0,2021-12-15 05:17:05.972465,2021-12-15 05:17:56.047694,0 days 00:00:50.075229,tanh,128,0.1,1.8098159385347242e-08,0.9,0.995,0.06575782148007386,1.0,1,64,small,0.5139601558520465,COMPLETE
818,818,-1640.0,2021-12-15 05:17:56.065732,2021-12-15 05:18:48.425725,0 days 00:00:52.359993,tanh,64,0.1,1.0051188314788169e-08,0.99,0.9999,0.16749332500956393,0.8,1,64,small,0.4135562984160049,COMPLETE
819,819,-260.0,2021-12-15 05:18:48.443729,2021-12-15 05:21:54.115313,0 days 00:03:05.671584,tanh,128,0.1,8.976114111660981e-07,0.95,0.999,0.053111189625617346,0.3,20,128,small,0.4531715758154739,COMPLETE
820,820,-654.0,2021-12-15 05:21:54.133932,2021-12-15 05:22:49.703346,0 days 00:00:55.569414,tanh,32,0.2,4.5474702975211485e-07,0.8,0.9999,0.08926938013171043,0.3,1,64,small,0.5337732048797569,COMPLETE
821,821,-99438.0,2021-12-15 05:22:49.722477,2021-12-15 05:23:08.579214,0 days 00:00:18.856737,tanh,128,0.1,9.804868526682888e-06,0.99,0.995,0.00010967266642453503,1.0,1,64,small,0.7825764106808886,PRUNED
822,822,-250000.0,2021-12-15 05:23:08.586740,2021-12-15 05:27:40.665761,0 days 00:04:32.079021,tanh,64,0.1,1.0221065946061939e-06,0.99,0.9999,0.13689317780214957,0.9,20,64,small,0.6986556525138713,COMPLETE
823,823,-250000.0,2021-12-15 05:27:40.684783,2021-12-15 05:29:27.532511,0 days 00:01:46.847728,tanh,32,0.1,1.4030441745088103e-06,1.0,0.98,0.03307070709133141,0.3,20,512,small,0.49184859987379126,PRUNED
824,824,140.0,2021-12-15 05:29:27.540320,2021-12-15 05:30:20.076373,0 days 00:00:52.536053,tanh,128,0.1,7.143015753098081e-07,0.9,0.99,0.047371765147630536,0.6,1,64,small,0.47649296738214386,COMPLETE
825,825,-314.0,2021-12-15 05:30:20.094447,2021-12-15 05:31:13.461645,0 days 00:00:53.367198,tanh,64,0.2,1.3856692296345763e-08,0.9,0.99,0.07075371678302775,0.3,1,64,small,0.4750597587388738,COMPLETE
826,826,34.0,2021-12-15 05:31:13.479270,2021-12-15 05:49:29.626506,0 days 00:18:16.147236,tanh,128,0.4,7.600031897034602e-07,0.9,0.99,0.11095215612097672,0.6,20,8,small,0.452851429327918,COMPLETE
827,827,-948.0,2021-12-15 05:49:29.644503,2021-12-15 05:50:21.391174,0 days 00:00:51.746671,tanh,128,0.1,3.4351971075363904e-07,0.9,0.99,0.04251017491739844,0.8,1,64,small,0.433939040523184,COMPLETE
828,828,-760.0,2021-12-15 05:50:21.409133,2021-12-15 05:50:36.275461,0 days 00:00:14.866328,tanh,128,0.1,6.5377599856409425e-06,0.9,0.99,0.027660942616958364,0.3,1,64,small,0.461173350879961,PRUNED
829,829,-216.0,2021-12-15 05:50:36.283386,2021-12-15 06:00:21.349915,0 days 00:09:45.066529,tanh,32,0.2,4.954992803060709e-08,0.95,0.9999,0.08439887940307002,0.3,20,16,small,0.5484126697452476,COMPLETE
830,830,-336.0,2021-12-15 06:00:21.368710,2021-12-15 06:01:11.981034,0 days 00:00:50.612324,tanh,64,0.3,1.727467574272732e-05,0.8,0.995,0.06018957099481806,1.0,1,64,small,0.511227368711383,COMPLETE
831,831,-250000.0,2021-12-15 06:01:11.998791,2021-12-15 06:02:50.664505,0 days 00:01:38.665714,tanh,32,0.4,6.004458917099982e-07,0.99,0.9999,0.17875900811327267,0.3,20,2048,small,0.6327291210857819,PRUNED
832,832,-250000.0,2021-12-15 06:02:50.671879,2021-12-15 06:03:14.959881,0 days 00:00:24.288002,tanh,128,0.1,1.0830339615240522e-06,0.95,0.9999,0.138889828516203,0.3,1,128,small,0.9287330959664345,PRUNED
833,833,-1300.0,2021-12-15 06:03:14.967458,2021-12-15 06:04:04.631259,0 days 00:00:49.663801,tanh,64,0.2,4.4472598036071424e-07,0.9,0.99,0.11298267530800386,0.3,1,64,small,0.5072242117006527,COMPLETE
834,834,-470.0,2021-12-15 06:04:04.649426,2021-12-15 06:05:00.270461,0 days 00:00:55.621035,tanh,32,0.2,2.084604227102677e-08,0.9,0.99,0.09969399731862563,0.9,1,64,small,0.6802779445434592,COMPLETE
835,835,-249382.0,2021-12-15 06:05:00.288805,2021-12-15 06:05:59.419759,0 days 00:00:59.130954,tanh,128,0.1,6.542922585246602e-07,0.9,0.99,0.0008234611026610862,0.8,20,512,small,0.3935792025172234,PRUNED
836,836,-808.0,2021-12-15 06:05:59.427381,2021-12-15 06:06:49.095986,0 days 00:00:49.668605,tanh,64,0.2,3.8654877570010804e-08,0.9,0.99,0.07024367276289263,0.3,1,64,small,0.42696292037453537,COMPLETE
837,837,-250000.0,2021-12-15 06:06:49.113624,2021-12-15 06:07:25.127923,0 days 00:00:36.014299,tanh,128,0.2,7.944079442245861e-05,0.9,0.99,0.15656862489653633,5.0,1,64,medium,0.8104294229294422,PRUNED
838,838,-808.0,2021-12-15 06:07:25.135766,2021-12-15 06:08:22.402288,0 days 00:00:57.266522,tanh,32,0.2,2.3687514941277114e-07,0.9,0.99,0.08667763832339306,0.3,1,64,small,0.4815664713170768,COMPLETE
839,839,-1006.0,2021-12-15 06:08:22.420862,2021-12-15 06:09:19.420731,0 days 00:00:56.999869,tanh,128,0.1,1.341503433032108e-08,0.9,0.99,0.049366150110343905,0.3,1,64,small,0.4609578746837246,COMPLETE
840,840,-1368.0,2021-12-15 06:09:19.438765,2021-12-15 06:15:14.282459,0 days 00:05:54.843694,tanh,64,0.2,2.8610247355698065e-08,1.0,0.999,0.002034661016984609,0.3,20,32,small,0.5600801237107758,COMPLETE
841,841,-940.0,2021-12-15 06:15:14.300192,2021-12-15 06:16:05.989363,0 days 00:00:51.689171,tanh,128,0.1,1.3673929000083633e-06,0.9,0.99,0.041071206697969286,0.6,1,64,small,0.4712330408401684,COMPLETE
842,842,-924.0,2021-12-15 06:16:06.008259,2021-12-15 06:17:31.582716,0 days 00:01:25.574457,tanh,128,0.1,4.5902032314349283e-07,0.9,0.99,0.033819071819147485,0.3,1,64,medium,0.48154106227405574,COMPLETE
843,843,-224.0,2021-12-15 06:17:31.600820,2021-12-15 06:18:27.221731,0 days 00:00:55.620911,tanh,32,0.3,3.794968294267808e-05,0.99,0.995,0.21025426102264902,1.0,1,64,small,0.5246298527045878,COMPLETE
844,844,-1148.0,2021-12-15 06:18:27.239565,2021-12-15 06:28:11.452393,0 days 00:09:44.212828,tanh,64,0.4,8.049491354775722e-07,0.95,0.98,0.12033990644205891,0.6,20,16,small,0.7588063698652394,COMPLETE
845,845,-130.0,2021-12-15 06:28:11.471226,2021-12-15 06:34:19.444029,0 days 00:06:07.972803,tanh,32,0.2,4.1896617670972644e-08,0.8,0.9999,0.06477626405091717,0.8,20,1024,small,0.6025020018252174,COMPLETE
846,846,-332.0,2021-12-15 06:34:19.461646,2021-12-15 06:56:34.814011,0 days 00:22:15.352365,tanh,16,0.2,1.8047562261680615e-08,0.8,0.9999,0.07920499985378752,0.3,20,32,medium,0.5851708493652185,COMPLETE
847,847,-250000.0,2021-12-15 06:56:34.833743,2021-12-15 06:57:55.555244,0 days 00:01:20.721501,tanh,64,0.2,6.135752604418453e-07,1.0,0.9999,0.10203640786751299,0.3,20,128,small,0.5427817909555998,PRUNED
848,848,-1484.0,2021-12-15 06:57:55.562738,2021-12-15 06:58:51.365317,0 days 00:00:55.802579,tanh,128,0.1,2.7615879955508342e-08,0.99,0.995,0.05815218695082955,1.0,1,64,small,0.7186099723303897,COMPLETE
849,849,-250000.0,2021-12-15 06:58:51.383109,2021-12-15 06:59:16.669283,0 days 00:00:25.286174,tanh,128,0.2,5.72311440129808e-05,0.99,0.995,0.0011630946357515056,1.0,1,64,small,0.9499464749999881,PRUNED
850,850,-250000.0,2021-12-15 06:59:16.676827,2021-12-15 06:59:43.719392,0 days 00:00:27.042565,tanh,32,0.2,2.5652519601985944e-05,0.95,0.995,0.0005614865715618965,1.0,1,64,small,0.5317004355464284,PRUNED
851,851,-948.0,2021-12-15 06:59:43.727123,2021-12-15 07:00:35.703794,0 days 00:00:51.976671,tanh,128,0.1,0.0018141806846290287,0.9,0.99,0.045912519392058704,0.9,1,64,small,0.4926892385330559,COMPLETE
852,852,-978.0,2021-12-15 07:00:35.721631,2021-12-15 07:01:57.552111,0 days 00:01:21.830480,tanh,128,0.1,9.258843210679859e-07,0.98,0.98,0.053041378733676245,0.3,1,64,medium,0.45335411279436105,COMPLETE
853,853,400.0,2021-12-15 07:01:57.569896,2021-12-15 07:20:10.636197,0 days 00:18:13.066301,tanh,8,0.4,1.3369945919094185e-08,0.8,0.999,0.13821318875050395,0.3,20,32,small,0.9221176782003326,COMPLETE
854,854,-250000.0,2021-12-15 07:20:10.654546,2021-12-15 07:25:46.867737,0 days 00:05:36.213191,tanh,8,0.4,1.2101622770745863e-08,0.95,0.999,0.17017720541171533,0.3,20,32,small,0.9253509704655203,PRUNED
855,855,-250000.0,2021-12-15 07:25:46.875709,2021-12-15 07:31:22.831559,0 days 00:05:35.955850,tanh,8,0.2,1.4846955348072163e-08,0.8,0.9999,0.14116915014366793,0.3,20,32,small,0.9248186857149346,PRUNED
856,856,-32.0,2021-12-15 07:31:22.839969,2021-12-15 08:09:50.140835,0 days 00:38:27.300866,tanh,8,0.4,1.953254555807511e-08,1.0,0.999,0.2119666510094946,0.3,20,32,medium,0.9111183754822989,COMPLETE
857,857,-612.0,2021-12-15 08:09:50.160068,2021-12-15 08:28:19.574354,0 days 00:18:29.414286,tanh,8,0.3,1.3096511676825499e-08,0.99,0.9999,0.1547570358000773,0.3,20,512,small,0.9415418392847645,COMPLETE
858,858,-250000.0,2021-12-15 08:28:19.594496,2021-12-15 08:33:56.924605,0 days 00:05:37.330109,tanh,8,0.2,2.14618630476897e-08,0.8,0.9999,0.24243649774466985,0.3,20,32,small,0.9098463297780339,PRUNED
859,859,-1120.0,2021-12-15 08:33:56.932305,2021-12-15 08:52:28.885302,0 days 00:18:31.952997,tanh,8,0.2,1.0017954756325414e-08,0.8,0.98,0.12318344251703955,0.3,20,8,small,0.9552582970423152,COMPLETE
860,860,-256.0,2021-12-15 08:52:28.905172,2021-12-15 09:10:58.502828,0 days 00:18:29.597656,tanh,8,0.1,1.3679040875271756e-08,0.99,0.9999,0.18376025082302586,0.3,20,16,small,0.9328836928935789,COMPLETE
861,861,-112.0,2021-12-15 09:10:58.522210,2021-12-15 09:50:02.406050,0 days 00:39:03.883840,tanh,8,0.4,2.0369835247168588e-08,0.95,0.999,0.1253237366374889,0.3,20,32,medium,0.9573192002041753,COMPLETE
862,862,-250000.0,2021-12-15 09:50:02.427168,2021-12-15 10:11:07.404171,0 days 00:21:04.977003,tanh,8,0.1,1.611807846514487e-08,0.99,0.9999,0.16821226510992948,0.3,20,2048,small,0.9703310906774625,COMPLETE
